RGB mask file;RGB file;Object ID;Annotation tag;
./rgbMasks/000_bgr_AF_1.png;000_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/000_bgr_AF_2.png;000_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/000_bgr_AF_3.png;000_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/001_bgr_AF_1.png;001_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/001_bgr_AF_2.png;001_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/001_bgr_AF_3.png;001_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/002_bgr_AF_1.png;002_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/002_bgr_AF_2.png;002_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/002_bgr_AF_3.png;002_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/003_bgr_AF_1.png;003_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/003_bgr_AF_2.png;003_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/003_bgr_AF_3.png;003_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/004_bgr_AF_1.png;004_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/004_bgr_AF_2.png;004_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/004_bgr_AF_3.png;004_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/005_bgr_AF_1.png;005_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/005_bgr_AF_2.png;005_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/005_bgr_AF_3.png;005_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/006_bgr_AF_1.png;006_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/006_bgr_AF_2.png;006_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/006_bgr_AF_3.png;006_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/007_bgr_AF_1.png;007_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/007_bgr_AF_2.png;007_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/007_bgr_AF_3.png;007_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/008_bgr_AF_1.png;008_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/008_bgr_AF_2.png;008_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/008_bgr_AF_3.png;008_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/009_bgr_AF_1.png;009_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/009_bgr_AF_2.png;009_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/009_bgr_AF_3.png;009_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/010_bgr_AF_1.png;010_bgr_AF_1.png;200;AF1;;0;
./rgbMasks/010_bgr_AF_2.png;010_bgr_AF_2.png;200;AF1;;0;
./rgbMasks/010_bgr_AF_3.png;010_bgr_AF_3.png;200;AF1;;0;
./rgbMasks/011_bgr_AF_1.png;011_bgr_AF_1.png;200;AF1;;0;
